# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec   mclk   pclk  pviol  tviol     fb   bar1  rxpci  txpci 
# Idx      W      C      C      %      %      %      %    MHz    MHz      %   bool     MB     MB   MB/s   MB/s 
    0     69     53      -    75      5      0     21   7000   1950      0      0      1      3      0      0 
    0     66     53      -    49      3      0     13   6801   1950      0      0    440      8    861      4 
    0     72     53      -     1      0      0      1   6801   1950      0      0   1454     22   9590   2409 
    0     71     53      -    65      4      0     16   6801   1950      0      0   1454     22   9917   2406 
    0     70     53      -    75      5      0     19   6801   1950      0      0   1454     22   9843   2410 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9135   1822 
    0     72     53      -    76      5      0     19   6801   1950      0      0   1454     22   9031   2416 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9032   2411 
    0     70     53      -    76      5      0     19   6801   1950      0      0   1454     22   9682   2411 
    0     70     53      -    76      5      0     19   6801   1950      0      0   1454     22   9089   1806 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9429   2411 
    0     72     53      -    75      5      0     19   6801   1950      0      0   1454     22   9426   2038 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9379   2192 
    0     70     53      -    75      5      0     19   6801   1950      0      0   1454     22   9052   2396 
    0     72     53      -    75      5      0     19   6801   1950      0      0   1454     22   9455   1989 
    0     70     53      -    75      5      0     19   6801   1950      0      0   1454     22   9732   2413 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   8947   1812 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   8916   2009 
    0     72     53      -    75      5      0     19   6801   1950      0      0   1454     22   9364   2100 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9456   2400 
    0     70     53      -    75      5      0     19   6801   1950      0      0   1454     22   9611   2333 
    0     71     53      -    74      5      0     19   6801   1950      0      0   1454     22   9815   2351 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9072   1841 
    0     71     53      -    76      5      0     19   6801   1950      0      0   1454     22   9167   1825 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9099   2426 
    0     70     53      -    76      5      0     19   6801   1950      0      0   1454     22   9118   2429 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9761   2405 
    0     72     53      -    76      5      0     19   6801   1950      0      0   1454     22   9098   2107 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9042   2424 
    0     70     53      -    76      5      0     19   6801   1950      0      0   1454     22   9789   2404 
    0     71     53      -    76      5      0     19   6801   1950      0      0   1454     22   9118   1810 
    0     70     53      -    75      5      0     19   6801   1950      0      0   1454     22   9700   2415 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9097   1828 
    0     72     53      -    76      5      0     19   6801   1950      0      0   1454     22   9055   2416 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   8984   2396 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9122   1802 
    0     72     53      -    75      5      0     19   6801   1950      0      0   1454     22   9026   2416 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9653   2387 
    0     71     53      -    74      5      0     19   6801   1950      0      0   1454     22   8974   2414 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   9130   1826 
    0     71     53      -    75      5      0     19   6801   1950      0      0   1454     22   8937   2384 
    0     68     53      -    75      5      0     19   7000   1950      0      0      3      4 
