# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec   mclk   pclk  pviol  tviol     fb   bar1  rxpci  txpci 
# Idx      W      C      C      %      %      %      %    MHz    MHz      %   bool     MB     MB   MB/s   MB/s 
    0     69     53      -    73      4      0     11   7000   1950      0      0      1      3      0      0 
    0     66     53      -    43      3      0      6   7000   1950      0      0      1      3      0      0 
    0     48     51      -     2      0      0      2   6801   1605      0      0   1246     22    758    146 
    0     70     53      -    50      3      0      7   6801   1950      0      0   2352     36   9611   1826 
    0     70     53      -    73      4      0     10   6801   1950      0      0   2352     36   9571   1781 
    0     70     53      -    73      4      0     10   6801   1950      0      0   2352     36   7182   1772 
    0     70     53      -    73      4      0     10   6801   1950      0      0   2352     36   9597   1785 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9523   1768 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9353   1776 
    0     70     54      -    74      4      0     10   6801   1950      0      0   2352     36   9598   1770 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9517   1760 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9402   1765 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9447   1773 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9538   1785 
    0     70     54      -    74      4      0     10   6801   1950      0      0   2352     36   9702   1769 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9839   1595 
    0     71     54      -    74      4      0     10   6801   1950      0      0   2352     36   9644   1698 
    0     69     54      -    73      4      0     10   6801   1950      0      0   2352     36   9710   1779 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9487   1784 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9535   1786 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9402   1771 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9497   1774 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9485   1789 
    0     69     54      -    73      4      0     10   6801   1950      0      0   2352     36   9467   1774 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9458   1681 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9712   1776 
    0     71     54      -    74      4      0     10   6801   1950      0      0   2352     36   9543   1769 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9491   1781 
    0     69     54      -    73      4      0     10   6801   1950      0      0   2352     36   9409   1788 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9627   1766 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9605   1769 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9442   1789 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9461   1744 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9979   1672 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9319   1773 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9864   1775 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9570   1762 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9533   1773 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9535   1732 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9414   1778 
    0     69     54      -    73      4      0     10   6801   1950      0      0   2352     36   9531   1789 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9422   1787 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9539   1795 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9480   1797 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec   mclk   pclk  pviol  tviol     fb   bar1  rxpci  txpci 
# Idx      W      C      C      %      %      %      %    MHz    MHz      %   bool     MB     MB   MB/s   MB/s 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9786   1370 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9518   1789 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9475   1786 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9597   1763 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9544   1780 
    0     70     54      -    72      4      0     10   6801   1950      0      0   2352     36   9417   1774 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9627   1775 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9515   1770 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9555   1788 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9561   1794 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9639   1785 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9537   1779 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   8448   1769 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9161   1813 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9700   1789 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9833   1773 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9473   1789 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9537   1797 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9742   1760 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9572   1771 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9598   1682 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9529   1768 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9455   1771 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9654   1448 
    0     70     54      -    72      4      0     10   6801   1950      0      0   2352     36   9502   1780 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9467   1776 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9347   1783 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9455   1774 
    0     71     54      -    73      4      0     10   6801   1950      0      0   2352     36   9490   1693 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9565   1800 
    0     70     54      -    73      4      0     10   6801   1950      0      0   2352     36   9122   1736 
