
#Trial: 0 for _gpu_2_16_4
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec   mclk   pclk  pviol  tviol     fb   bar1  rxpci  txpci 
# Idx      W      C      C      %      %      %      %    MHz    MHz      %   bool     MB     MB   MB/s   MB/s 
    0     73     55      -    44      5      0     50   7000   1950      0      0      1      3      0      0 
    0     74     55      -    31      4      0     34   6801   1950      0      0    430      6     30   3309 
    0     73     55      -    30      4      0     34   6801   1950      0      0    430      6     25   3421 
    0     73     55      -    45      5      0     50   6801   1950      0      0    430      6     29   3083 
    0     73     55      -    45      5      0     50   6801   1950      0      0    430      6     30   3186 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     54   3274 
    0     72     55      -    44      5      0     50   6801   1950      0      0    430      6     51   3061 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     44   3179 
    0     74     55      -    44      5      0     50   6801   1950      0      0    430      6     27   2883 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     28   2883 
    0     72     55      -    44      5      0     50   6801   1950      0      0    430      6     27   3041 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     30   3285 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     28   3127 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     26   3194 
    0     73     55      -    45      5      0     50   6801   1950      0      0    430      6     30   3389 
    0     74     55      -    44      5      0     50   6801   1950      0      0    430      6     28   3076 

#Trial: 1 for _gpu_2_16_4
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec   mclk   pclk  pviol  tviol     fb   bar1  rxpci  txpci 
# Idx      W      C      C      %      %      %      %    MHz    MHz      %   bool     MB     MB   MB/s   MB/s 
    0     72     55      -    44      5      0     50   7000   1950      0      0      1      3      0      0 
    0     73     55      -    17      2      0     19   6801   1950      0      0    430      6     26   3369 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     30   3398 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     26   3004 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     27   3399 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     25   3421 
    0     72     55      -    44      5      0     50   6801   1950      0      0    430      6     30   3068 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     47   3081 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     50   3274 
    0     72     55      -    44      5      0     50   6801   1950      0      0    430      6     29   2946 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     29   2740 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     31   2934 
    0     72     55      -    44      5      0     50   6801   1950      0      0    430      6     28   3004 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     27   3325 
    0     73     55      -    45      5      0     50   6801   1950      0      0    430      6     31   3312 
    0     73     55      -    44      5      0     50   6801   1950      0      0    430      6     28   3031 

#Trial: 2 for _gpu_2_16_4
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec   mclk   pclk  pviol  tviol     fb   bar1  rxpci  txpci 
# Idx      W      C      C      %      %      %      %    MHz    MHz      %   bool     MB     MB   MB/s   MB/s 
