
#Trial: 0 for _gpu_3_16_5
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec   mclk   pclk  pviol  tviol     fb   bar1  rxpci  txpci 
# Idx      W      C      C      %      %      %      %    MHz    MHz      %   bool     MB     MB   MB/s   MB/s 
    0     74     54      -    23      5      0     50   7000   1950      0      0      1      3      0      0 
    0     74     54      -     5      1      0     11   6801   1950      0      0    430      6     24   3308 
    0     74     54      -    24      5      0     50   6801   1950      0      0    430      6     27   3421 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     29   3357 
    0     74     54      -    24      5      0     50   6801   1950      0      0    430      6     25   3421 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     26   3030 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     36   3306 
    0     75     54      -    23      5      0     50   6801   1950      0      0    430      6     49   3005 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     53   2984 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     27   2771 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     28   2740 
    0     73     54      -    23      5      0     50   6801   1950      0      0    430      6     29   2903 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     26   3073 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     26   3306 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     29   3421 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     30   3346 

#Trial: 1 for _gpu_3_16_5
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec   mclk   pclk  pviol  tviol     fb   bar1  rxpci  txpci 
# Idx      W      C      C      %      %      %      %    MHz    MHz      %   bool     MB     MB   MB/s   MB/s 
    0     74     54      -    23      5      0     50   7000   1950      0      0      1      3      0      0 
    0     73     54      -    16      4      0     34   6801   1950      0      0    430      6     46   3308 
    0     74     54      -    13      3      0     27   6801   1950      0      0    430      6     52   2813 
    0     74     54      -    24      5      0     50   6801   1950      0      0    430      6     48   3346 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     29   2740 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     27   3020 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     28   2740 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     26   3195 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     25   3110 
    0     73     54      -    23      5      0     50   6801   1950      0      0    430      6     27   3389 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     27   3308 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     27   2850 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     26   3421 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     25   3020 
    0     74     54      -    24      5      0     50   6801   1950      0      0    430      6     27   3421 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     24   3308 

#Trial: 2 for _gpu_3_16_5
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec   mclk   pclk  pviol  tviol     fb   bar1  rxpci  txpci 
# Idx      W      C      C      %      %      %      %    MHz    MHz      %   bool     MB     MB   MB/s   MB/s 
    0     73     54      -    23      5      0     50   7000   1950      0      0      1      3      0      0 
    0     74     54      -     7      2      0     14   6801   1950      0      0    430      6     27   3421 
    0     74     54      -    22      5      0     47   6801   1950      0      0    430      6     25   3421 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     26   2859 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     30   3359 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     28   3421 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     24   3305 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     39   3421 
    0     75     54      -    23      5      0     50   6801   1950      0      0    430      6     50   2853 
    0     73     54      -    23      5      0     50   6801   1950      0      0    430      6     50   2995 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     28   2765 
    0     75     54      -    24      5      0     50   6801   1950      0      0    430      6     29   2740 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     29   2850 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     25   3421 
    0     75     54      -    23      5      0     50   6801   1950      0      0    430      6     28   3033 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     27   3141 

#Trial: 3 for _gpu_3_16_5
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec   mclk   pclk  pviol  tviol     fb   bar1  rxpci  txpci 
# Idx      W      C      C      %      %      %      %    MHz    MHz      %   bool     MB     MB   MB/s   MB/s 
    0     73     54      -    23      5      0     50   7000   1950      0      0      1      3      0      0 
    0     74     54      -     8      2      0     17   6801   1950      0      0    430      6     24   3421 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     26   3193 
    0     73     54      -    24      5      0     50   6801   1950      0      0    430      6     28   3421 
    0     74     54      -    23      5      0     50   6801   1950      0      0    430      6     25   3308 
